"主管機關","地區","熱點名稱","地址","緯度","經度"
"交通部","高雄市","旗山四保郵局","842高雄市旗山區中山路242號","22.8916690","120.4813830"
"高雄市政府","高雄市","高雄市政府社會局旗山社會福利服務中心","842高雄市旗山區中正路199號","22.8921570","120.4799770"
"高雄市政府","高雄市","高市府資訊中心-高雄汽車客運公司旗山南站(公話)","842高雄市旗山區大同街23號","22.8836110","120.4845780"
"衛生福利部","高雄市","旗山醫院-醫療大樓1樓大廳","842高雄市旗山區大德里中學路60號","22.8805630","120.4832470"
"高雄市政府","高雄市","高市府資訊中心-旗山第一公有市場","842高雄市旗山區平和街12號","22.8892700","120.4824330"
"高雄市政府","高雄市","高雄市政府地政局旗山地政事務所","842高雄市旗山區平和街50號","22.8899740","120.4810200"
"高雄市政府","高雄市","高雄市稅捐稽徵處旗山分處","842高雄市旗山區延平一路495號","22.8897960","120.4833050"
"高雄市政府","高雄市","高雄市旗山區公所","842高雄市旗山區延平一路499號","22.8892820","120.4836270"
"高雄市政府","高雄市","高雄市旗山區戶政事務所","842高雄市旗山區延平一路503號","22.8893810","120.4833700"
"交通部","高雄市","旗山郵局","842高雄市旗山區延平一路690號","22.8839570","120.4829730"
"交通部","高雄市","旗山旗尾郵局","842高雄市旗山區延平二路8、10號","22.8817760","120.4925090"
"高雄市政府","高雄市","高市府資訊中心-旗山糖廠(休息區)","842高雄市旗山區忠孝街33號","22.8782310","120.4922400"
"高雄市政府","高雄市","高市府資訊中心-旗山糖廠(販賣部)","842高雄市旗山區忠孝街33號","22.8782310","120.4922400"
"交通部","高雄市","旗山大洲郵局","842高雄市旗山區旗南二路192-1號","22.8419230","120.4636280"
"交通部","高雄市","公路總局高雄區監理所旗山監理站","842高雄市旗山區旗文路123-1號1樓","22.9014460","120.4774640"
"交通部","高雄市","旗山圓潭郵局","842高雄市旗山區旗甲路二段354號","22.9224900","120.4975080"
"經濟部","高雄市","自來水公司旗山營運所","842高雄市旗山區民權三街22號","22.8912360","120.4840020"
"高雄市政府","高雄市","高雄市立圖書館旗山分館","842高雄市旗山區湄洲里延平一路499號","22.8905670","120.4831840"
"財政部","高雄市","財政部高雄國稅局旗山稽徵所","842高雄市旗山區華中街3-1號","22.8879740","120.4825660"
"財政部","高雄市","臺灣土地銀行美濃分行","843高雄市美濃區中山路一段65號","22.9012410","120.5396480"
"高雄市政府","高雄市","高市府資訊中心-美濃民俗村","843高雄市美濃區中山路二段421巷80號","22.8931210","120.5139740"
"交通部","高雄市","美濃郵局","843高雄市美濃區中正路一段39號","22.9005990","120.5418270"
"高雄市政府","高雄市","高雄市立圖書館美濃分館","843高雄市美濃區中正路一段59號","22.9000697","120.5424390"
"經濟部","高雄市","自來水公司美濃營運所","843高雄市美濃區中正路二段169巷1號","22.8881060","120.5363520"
"高雄市政府","高雄市","高市府資訊中心-美濃原鄉緣紙傘藝廊","843高雄市美濃區中興路一段147號","22.8827230","120.5469220"
"交通部","高雄市","美濃中壇郵局","843高雄市美濃區中興路一段788號","22.8868490","120.5314180"
"國軍退除役官兵輔導委員會","高雄市","國軍退除役官兵輔導委員會彰化農場高雄分場旅客服務中心","843高雄市美濃區外六寮500號","22.8334150","120.5298700"
"高雄市政府","高雄市","高市府資訊中心-美濃客家文物館中庭(戶外)","843高雄市美濃區民族路49-3號","22.9110750","120.5575480"
"高雄市政府","高雄市","美濃文創中心","843高雄市美濃區永安路212號","22.8999830","120.5422330"
"高雄市政府","高雄市","高雄市政府地政局美濃地政事務所","843高雄市美濃區美中路250號","22.8967340","120.5417220"
"高雄市政府","高雄市","高雄市美濃區戶政事務所","843高雄市美濃區美中路256號","22.8950270","120.5420550"
"高雄市政府","高雄市","高雄市美濃區公所","843高雄市美濃區美中路260號","22.8949160","120.5418630"
"高雄市政府","高雄市","高市府資訊中心-寶來花賞溫泉公園(售票亭)","844高雄市六龜區中正路137號(寶來國中後方台地)","23.1070000","120.7026000"
"高雄市政府","高雄市","高雄市政府社會局六龜社會福利服務中心","844高雄市六龜區光復路102號","22.9953800","120.6349090"
"高雄市政府","高雄市","高雄市六龜區衛生所","844高雄市六龜區六龜里民治路16號","22.9989310","120.6333800"
"高雄市政府","高雄市","高雄市六龜區公所","844高雄市六龜區六龜里民治路18號","22.9991480","120.6329730"
"交通部","高雄市","六龜寶來郵局","844高雄市六龜區寶來街18-1號","23.1082900","120.6997280"
"交通部","高雄市","交通部觀光局茂林國家風景區寶來旅遊服務中心","844高雄市六龜區寶來里寶來街1號","23.0026200","120.6545020"
"高雄市政府","高雄市","高雄市六龜區戶政事務所","844高雄市六龜區民治路18-2號","22.9997210","120.6329730"
"交通部","高雄市","六龜郵局","844高雄市六龜區義寶村光復路173號","22.9943710","120.6355620"
"高雄市政府","高雄市","高雄市立圖書館六龜分館","844高雄市六龜區義寶里光復路70號","22.9961160","120.6347510"
"交通部","高雄市","內門郵局","845高雄市內門區內豐村內埔121號","22.9560087","120.4703258"
"高雄市政府","高雄市","高雄市立圖書館內門內埔分館","845高雄市內門區內豐里內埔140-1號","22.9408520","120.4572870"
"高雄市政府","高雄市","高雄市內門區戶政事務所","845高雄市內門區內門里內門114號","22.9436140","120.4619980"
"高雄市政府","高雄市","高雄市內門區公所","845高雄市內門區內門里內門20號","22.9428280","120.4626150"
"高雄市政府","高雄市","高雄市立圖書館內門木柵分館","845高雄市內門區木柵里木柵3-1號","22.9752480","120.4678800"
"高雄市政府","高雄市","高雄市立圖書館內門溝坪分館","845高雄市內門區永興里頂庄9-1號","22.9817430","120.5000580"
"高雄市政府","高雄市","高雄市立圖書館內門分館","845高雄市內門區觀亭里中正路115巷18-1號","22.9171320","120.4550720"
"交通部","高雄市","杉林郵局","846高雄市杉林區上平村山仙路26號","22.9730110","120.5408630"
"高雄市政府","高雄市","高雄市立圖書館杉林分館","846高雄市杉林區上平里山仙路75號","22.9746830","120.5412610"
"原住民族委員會","高雄市","高雄市杉林區南沙魯部落","846高雄市杉林區和氣街28巷2號之1","22.9635600","120.5396000"
"高雄市政府","高雄市","高雄市杉林區公所","846高雄市杉林區山仙路6號","22.9734090","120.5395890"
"高雄市政府","高雄市","高雄市杉林區戶政事務所","846高雄市杉林區山仙路87號","22.9745740","120.5417750"
"高雄市政府","高雄市","高雄市甲仙區公所","847高雄市甲仙區中山路50號","23.0838000","120.5877000"
"高雄市政府","高雄市","高市府資訊中心-小林村平埔族群文物館","847高雄市甲仙區五里路50號","23.1509100","120.6344800"
"高雄市政府","高雄市","高雄市立圖書館甲仙分館","847高雄市甲仙區和安里中山路48號","23.0842520","120.5874570"
"交通部","高雄市","甲仙郵局","847高雄市甲仙區林森路44號","23.0829820","120.5892640"
"原住民族委員會","高雄市","高雄市桃源區勤和部落","848高雄市桃源區南橫公路三段勤和巷118號","23.1704600","120.7749000"
"原住民族委員會","高雄市","高雄市桃源區拉芙蘭部落","848高雄市桃源區南橫公路五段110號","23.2392500","120.8113800"
"原住民族委員會","高雄市","高雄市桃源區二集圑部落","848高雄市桃源區寶山巷59號","23.0544200","120.7213000"
"原住民族委員會","高雄市","高雄市桃源區復興部落","848高雄市桃源區愛玉路20號","23.2174200","120.8045000"
"交通部","高雄市","桃源郵局","848高雄市桃源區桃源村南進巷182號","23.1755420","120.7464900"
"原住民族委員會","高雄市","高雄市桃源區桃源部落","848高雄市桃源區桃源里6鄰南進巷143號","23.1589300","120.7662000"
"高雄市政府","高雄市","高雄市桃源區公所","848高雄市桃源區桃源里北進巷1號","23.1946500","120.7713320"
"內政部","高雄市","玉山國家公園梅山遊客中心","848高雄市桃源區梅山巷44-5號","23.2630560","120.8261820"
"原住民族委員會","高雄市","高雄市桃源區梅山部落","848高雄市桃源區梅山巷9號","23.2737300","120.8259100"
"原住民族委員會","高雄市","高雄市桃源區高中部落","848高雄市桃源區興中巷95號","23.1300350","120.7188230"
"原住民族委員會","高雄市","高雄市那瑪夏區達卡努瓦部落(二村)","849高雄市那瑪夏區大光巷123號","23.2790700","120.7198100"
"原住民族委員會","高雄市","高雄市那瑪夏區瑪雅部落","849高雄市那瑪夏區瑪雅村平和巷164號","23.2384700","120.6960000"
"高雄市政府","高雄市","高雄市那瑪夏區公所","849高雄市那瑪夏區瑪雅里平和巷164號","23.2480500","120.6970020"
"原住民族委員會","高雄市","高雄市那瑪夏區達卡努瓦部落(一村)","849高雄市那瑪夏區秀嶺巷27號","23.2678100","120.7202200"
"交通部","高雄市","那瑪夏郵局","849高雄市那瑪夏區達卡努瓦里大光巷230號","23.2771960","120.7202160"
"原住民族委員會","高雄市","高雄市那瑪夏區南沙魯部落","849高雄市那瑪夏區鞍山巷73號","23.2180000","120.6932000"
"原住民族委員會","高雄市","高雄市茂林區多納部落","851高雄市茂林區多納巷43號","22.9107100","120.7157600"
"高雄市政府","高雄市","高雄市茂林區公所","851高雄市茂林區茂林巷11號","22.8861290","120.6632710"
"交通部","高雄市","茂林郵局","851高雄市茂林區茂林村8-3號","22.8972500","120.6717550"
"原住民族委員會","高雄市","高雄市茂林區萬山部落","851高雄市茂林區萬山巷30號","22.9081300","120.6808900"
"高雄市政府","高雄市","高雄市茄萣區公所","852高雄市茄萣區濱海路四段27號","22.9079020","120.1802370"
"高雄市政府","高雄市","高雄市立圖書館茄萣分館","852高雄市茄萣區濱海路四段31巷1號","22.9078030","120.1800300"
"交通部","高雄市","茄萣郵局","852高雄市茄萣區進學路158號","22.9039990","120.1866400"
"財政部","澎湖縣","臺灣土地銀行澎湖分行","880澎湖縣馬公市三民路20號","23.5668770","119.5685900"
"澎湖縣政府","澎湖縣","菊島之星廣場（漁會信用部）","880澎湖縣馬公市三民路2號","23.5661570","119.5694900"
"勞動部","澎湖縣","行政院勞動部勞工保險局澎湖辦事處洽公櫃台","880澎湖縣馬公市三民路36號","23.5672340","119.5682410"
"澎湖縣政府","澎湖縣","民權路與三民路口","880澎湖縣馬公市三民路44號","23.5674120","119.5679980"
"澎湖縣政府","澎湖縣","中央街公園（小正傢私店）","880澎湖縣馬公市中央街20-1號","23.5646990","119.5648240"
"澎湖縣政府","澎湖縣","夢想部落館","880澎湖縣馬公市中央街2號","23.5642590","119.5646160"
"澎湖縣政府","澎湖縣","中山路與民權路口","880澎湖縣馬公市中山路1號","23.5635110","119.5670670"
"澎湖縣政府","澎湖縣","中山路(公話)","880澎湖縣馬公市中山路24號","23.5635580","119.5651310"
"澎湖縣政府","澎湖縣","民族路與中山路口","880澎湖縣馬公市中山路70號","23.5635200","119.5636670"
"衛生福利部","澎湖縣","澎湖醫院-1掛號大廳、2樓休息區","880澎湖縣馬公市中正路10號","23.5641730","119.5654030"
"中央選舉委員會","澎湖縣","澎湖縣選舉委員會","880澎湖縣馬公市中正路113號","23.5690320","119.5661720"
"澎湖縣政府","澎湖縣","澎湖縣政府衛生局","880澎湖縣馬公市中正路115號","23.5695210","119.5662630"
"澎湖縣政府","澎湖縣","多那之-澎湖馬公門市","880澎湖縣馬公市中正路12號","23.5648510","119.5653640"
"澎湖縣政府","澎湖縣","石緣藝品坊(公話)","880澎湖縣馬公市中正路47號","23.5658220","119.5652440"
"澎湖縣政府","澎湖縣","澎湖第一酒廠中正門市(公話)","880澎湖縣馬公市中正路61號","23.5664600","119.5653160"
"交通部","澎湖縣","馬公中正路郵局","880澎湖縣馬公市中正路70號","23.5670510","119.5656040"
"澎湖縣政府","澎湖縣","中興路(公話)","880澎湖縣馬公市中興路36號","23.5669080","119.5659630"
"國防部","澎湖縣","澎湖縣後備指揮部","880澎湖縣馬公市中興里15鄰中正路74號-1","23.5683730","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府文化局行政大樓(含演藝廳)","880澎湖縣馬公市中華路230號","23.5715130","119.5774100"
"澎湖縣政府","澎湖縣","澎湖縣政府文化局行政大樓(含演講室、海資館)","880澎湖縣馬公市中華路230號","23.5715130","119.5774100"
"澎湖縣政府","澎湖縣","澎湖縣圖書館","880澎湖縣馬公市中華路236-1號","23.5702080","119.5778930"
"澎湖縣政府","澎湖縣","澎湖縣圖書館-2","880澎湖縣馬公市中華路236-1號","23.5702080","119.5778930"
"澎湖縣政府","澎湖縣","縣立游泳館","880澎湖縣馬公市中華路238號","23.5683110","119.5797930"
"澎湖縣政府","澎湖縣","澎湖縣婦女福利服務中心-1樓大廳","880澎湖縣馬公市中華路242號","23.5710450","119.5783950"
"澎湖縣政府","澎湖縣","北辰市場候車亭","880澎湖縣馬公市中華路56號","23.5701190","119.5715470"
"交通部","澎湖縣","馬公中華路郵局","880澎湖縣馬公市中華路84號","23.5709950","119.5727480"
"財政部","澎湖縣","臺灣銀行澎湖分行","880澎湖縣馬公市仁愛路24號","23.5654620","119.5662900"
"澎湖縣政府","澎湖縣","臺灣銀行澎湖分行(公話)","880澎湖縣馬公市仁愛路34號","23.5656760","119.5652380"
"澎湖縣政府","澎湖縣","仁愛路及惠民一路口","880澎湖縣馬公市仁愛路97-91號","23.5657970","119.5641830"
"澎湖縣政府","澎湖縣","第一賓館入口處","880澎湖縣馬公市介壽路15號","23.5686770","119.5643770"
"澎湖縣政府","澎湖縣","澎湖縣政府長青活動中心","880澎湖縣馬公市介壽路7-1號","23.5675970","119.5620620"
"澎湖縣政府","澎湖縣","澎湖縣政府觀音亭園區1","880澎湖縣馬公市介壽路7號","23.5676900","119.5619870"
"澎湖縣政府","澎湖縣","澎湖縣政府觀音亭園區2","880澎湖縣馬公市介壽路7號","23.5676900","119.5619870"
"財政部","澎湖縣","第一商業銀行澎湖分行","880澎湖縣馬公市光復路88號","23.5712860","119.5702520"
"澎湖縣政府","澎湖縣","光明路與建國路口","880澎湖縣馬公市光明路20號","23.5661830","119.5660330"
"交通部","澎湖縣","公路總局高雄區監理所澎湖監理站","880澎湖縣馬公市光華里121號1樓","23.5533410","119.5665900"
"衛生福利部","澎湖縣","衛生福利部澎湖老人之家","880澎湖縣馬公市光華里123號","23.5597880","119.6030260"
"澎湖縣政府","澎湖縣","澎湖縣林務公園管理所","880澎湖縣馬公市光華里165號","23.5577720","119.6081980"
"交通部","澎湖縣","澎湖國家風景區管理處管理處服務台","880澎湖縣馬公市光華里171號","23.5533410","119.5665900"
"交通部","澎湖縣","澎湖遊客中心","880澎湖縣馬公市光華里171號","23.5533410","119.5665900"
"國防部","澎湖縣","三軍總醫院澎湖分院七樓","880澎湖縣馬公市前寮里90號","23.5555290","119.5854520"
"國防部","澎湖縣","三軍總醫院澎湖分院二樓","880澎湖縣馬公市前寮里90號","23.5555290","119.5854520"
"國防部","澎湖縣","三軍總醫院澎湖分院五樓北面51病房區","880澎湖縣馬公市前寮里90號","23.5555290","119.5854520"
"國防部","澎湖縣","三軍總醫院澎湖分院四樓","880澎湖縣馬公市前寮里90號","23.5555290","119.5854520"
"澎湖縣政府","澎湖縣","北辰市場-東側","880澎湖縣馬公市北辰街20號","23.5707450","119.5711520"
"澎湖縣政府","澎湖縣","北辰市場-西側","880澎湖縣馬公市北辰街20號","23.5710300","119.5709470"
"澎湖縣政府","澎湖縣","澎湖縣政府身心障礙福利服務中心","880澎湖縣馬公市同和路33號","23.5719360","119.5763930"
"澎湖縣政府","澎湖縣","遊艇碼頭-3（吹吹風咖啡館）","880澎湖縣馬公市啟明里海安街1號2樓","23.5624380","119.5683990"
"澎湖縣政府","澎湖縣","澎湖縣澎湖地政事務所","880澎湖縣馬公市忠孝路7號","23.5708320","119.5669130"
"澎湖縣政府","澎湖縣","文康街(公話)","880澎湖縣馬公市文康街37號","23.5687450","119.5670570"
"財政部","澎湖縣","財政部南區國稅局澎湖分局","880澎湖縣馬公市新店路261號","23.5648830","119.5789180"
"澎湖縣政府","澎湖縣","篤行十村眷村文化保存園區(資訊服務站)","880澎湖縣馬公市新復路5號","23.5636530","119.5611010"
"澎湖縣政府","澎湖縣","張雨生故事館","880澎湖縣馬公市新復里2巷22號","23.5633310","119.5604510"
"澎湖縣政府","澎湖縣","澎湖海洋地質公園中心","880澎湖縣馬公市新明路71號","23.5663250","119.5789120"
"澎湖縣政府","澎湖縣","澎湖縣政府公共車船管理處南海交通船觀光碼頭候船室","880澎湖縣馬公市新營路100號","23.5672620","119.5734890"
"交通部","澎湖縣","南海遊客中心","880澎湖縣馬公市新營路25號","23.5661620","119.5722580"
"澎湖縣政府","澎湖縣","澎湖縣政府農漁局","880澎湖縣馬公市新營路477號","23.5662800","119.5768900"
"行政院農業委員會","澎湖縣","行政院農業委員會動植物防疫檢疫局臺中分局澎湖檢疫站","880澎湖縣馬公市新營路481號","23.5653000","119.5790400"
"經濟部","澎湖縣","自來水公司澎湖營運所","880澎湖縣馬公市新生路130號","23.5697760","119.5733910"
"財政部","澎湖縣","財政部國有財產署南區分署澎湖辦事處","880澎湖縣馬公市新生路177-9號","23.5712300","119.5747090"
"內政部","澎湖縣","內政部移民署澎湖縣服務站(新)","880澎湖縣馬公市新生路177號1樓","23.5708540","119.5742570"
"澎湖縣政府","澎湖縣","澎湖縣政府警察局馬公分局","880澎湖縣馬公市新生路201號","23.5703800","119.5759680"
"澎湖縣政府","澎湖縣","澎湖生活博物館","880澎湖縣馬公市新生路327號","23.5669910","119.5794460"
"澎湖縣政府","澎湖縣","澎湖生活博物館2~4F","880澎湖縣馬公市新生路327號","23.5669910","119.5794460"
"澎湖縣政府","澎湖縣","澎湖縣水產種苗繁殖場","880澎湖縣馬公市時裡里66-6號","23.5201980","119.5738060"
"交通部","澎湖縣","馬公東文郵局","880澎湖縣馬公市東文里新店路465號1樓","23.5633290","119.5828910"
"澎湖縣政府","澎湖縣","澎湖縣勞工育樂中心","880澎湖縣馬公市案山里大賢街160號","23.5612890","119.5808820"
"澎湖縣政府","澎湖縣","馬公市第一衛生所","880澎湖縣馬公市樹德路36號","23.5689810","119.5670580"
"澎湖縣政府","澎湖縣","日治憲兵隊警衛哨（天后宮旁）","880澎湖縣馬公市民族路22號","23.5651900","119.5639620"
"澎湖縣政府","澎湖縣","公車總站客運轉運中心","880澎湖縣馬公市民族路58-1號","23.5674320","119.5644530"
"澎湖縣政府","澎湖縣","良友照相館(公話)","880澎湖縣馬公市民生路27號之1","23.5673630","119.5671580"
"澎湖縣政府","澎湖縣","臺灣菸酒公司馬公營業所","880澎湖縣馬公市民生路44號","23.5677290","119.5638420"
"澎湖縣政府","澎湖縣","觀音亭休憩園區入口(吹吹風咖啡館)","880澎湖縣馬公市民生路52號","23.5677440","119.5630590"
"經濟部","澎湖縣","中油公司馬公直銷中心","880澎湖縣馬公市民福路16號","23.5651340","119.5686590"
"經濟部","澎湖縣","中油公司澎湖縣馬公市馬公站","880澎湖縣馬公市民福路18號","23.5652860","119.5684350"
"澎湖縣政府","澎湖縣","民福路（中油加油站對面）","880澎湖縣馬公市民福路53號","23.5655140","119.5683220"
"澎湖縣政府","澎湖縣","北辰市場候車亭(路口監視器)","880澎湖縣馬公市水源路2號","23.5698410","119.5715310"
"勞動部","澎湖縣","勞動部勞動力發展署高屏澎東分署澎湖就業中心洽公服務櫃台","880澎湖縣馬公市水源路52號","23.5697790","119.5722640"
"澎湖縣政府","澎湖縣","澎湖縣馬公市戶政事務所服務台","880澎湖縣馬公市永壽街81號","23.5658560","119.5809890"
"澎湖縣政府","澎湖縣","澎湖縣馬公市公所","880澎湖縣馬公市永福街30號","23.5661840","119.5787200"
"澎湖縣政府","澎湖縣","澎湖縣政府工務處","880澎湖縣馬公市治平路17-1號","23.5694940","119.5654750"
"澎湖縣政府","澎湖縣","澎湖縣政府稅務局","880澎湖縣馬公市治平路17號","23.5697300","119.5656470"
"澎湖縣政府","澎湖縣","澎湖縣政府副縣長室","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府廣場","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府建設處工商發展科","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府政風處","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府教育處","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府旅遊處","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府服務台","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府為民服務中心","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府社會處","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府社會處社工婦幼科","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府社會處社會福利科","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府秘書室","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府秘書長室","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府第一會議室","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府第三會議室","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府第二會議室","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府縣長室","880澎湖縣馬公市治平路32號","23.5704780","119.5663330"
"澎湖縣政府","澎湖縣","澎湖縣政府行政處新聞科","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府行政處綜合規劃科","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府財政處","880澎湖縣馬公市治平路32號","23.5701920","119.5663440"
"澎湖縣政府","澎湖縣","澎湖縣政府警察局一樓大廳","880澎湖縣馬公市治平路36號","23.5700070","119.5659110"
"澎湖縣政府","澎湖縣","菊島之星","880澎湖縣馬公市漁隆路50號","23.5659380","119.5697080"
"國軍退除役官兵輔導委員會","澎湖縣","國軍退除役官兵輔導委員會澎湖縣榮民服務處一樓大廳","880澎湖縣馬公市經國路111號","23.5596090","119.5797450"
"澎湖縣政府","澎湖縣","遊艇碼頭-2（哈拉里咖啡館）","880澎湖縣馬公市臨海路1號","23.5649090","119.5691210"
"澎湖縣政府","澎湖縣","石滬廣場(計程車招呼站)","880澎湖縣馬公市臨海路31號","23.5629500","119.5653130"
"交通部","澎湖縣","馬公管理處","880澎湖縣馬公市臨海路36-1號","23.5629710","119.5644320"
"澎湖縣政府","澎湖縣","遊艇碼頭-1(公話)","880澎湖縣馬公市臨海路8號","23.5634370","119.5674980"
"澎湖縣政府","澎湖縣","天南鎖鑰(服務中心)","880澎湖縣馬公市莒光村10-2號","23.5628590","119.5579320"
"衛生福利部","澎湖縣","中央健康保險署-高屏業務組澎湖聯絡辦公室","880澎湖縣馬公市西文澳63-40號","23.5658490","119.5857350"
"澎湖縣政府","澎湖縣","澎湖縣馬公市立托兒所園本部","880澎湖縣馬公市西文里104-14號","23.5682840","119.5890710"
"澎湖縣政府","澎湖縣","澎湖縣孔廟","880澎湖縣馬公市西文里104之7號","23.5668230","119.5800530"
"澎湖縣政府","澎湖縣","澎湖縣家畜疾病防治所","880澎湖縣馬公市西文里118-1號","23.5683195","119.5834888"
"法務部","澎湖縣","臺灣澎湖地方法院檢察署1樓等候區","880澎湖縣馬公市西文里西文澳309號","23.5682140","119.5890570"
"臺灣高等法院","澎湖縣","臺灣澎湖地方法院1、2樓當事人休息區、聯合服務中心、律師閱卷室","880澎湖縣馬公市西文里西文澳310號","23.5685990","119.5839720"
"澎湖縣政府","澎湖縣","澎湖縣馬公湖西家庭福利服務中心","880澎湖縣馬公市貿商街60號","23.5751910","119.5723790"
"澎湖縣政府","澎湖縣","澎湖縣政府消防局","880澎湖縣馬公市重光里四維路320號","23.5782850","119.5737010"
"澎湖縣政府","澎湖縣","重慶街(公話)","880澎湖縣馬公市重慶街7號","23.5657800","119.5668070"
"交通部","澎湖縣","馬公鎖港郵局","880澎湖縣馬公市鎖港里1483號","23.5250780","119.5968950"
"澎湖縣政府","澎湖縣","澎南圖書分館","880澎湖縣馬公市鎖港里309號","23.5304930","119.6028750"
"交通部","澎湖縣","觀光局小門地質館","881澎湖縣西嶼鄉小門村11-12號","23.6538830","119.5172500"
"澎湖縣政府","澎湖縣","西嶼社會福利館","881澎湖縣西嶼鄉小門村11-9號","23.6552050","119.5198120"
"交通部","澎湖縣","西嶼郵局","881澎湖縣西嶼鄉池東村212-1號","23.5996300","119.5107570"
"澎湖縣政府","澎湖縣","澎湖縣西嶼鄉戶政事務所","881澎湖縣西嶼鄉池東村6鄰小池角97之3號","23.5989600","119.5080450"
"澎湖縣政府","澎湖縣","澎湖縣西嶼鄉公所","881澎湖縣西嶼鄉池東村72號","23.6010880","119.5069850"
"澎湖縣政府","澎湖縣","澎湖縣望安鄉立圖書館","882澎湖縣望安鄉73號","23.3573010","119.5001720"
"交通部","澎湖縣","望安航空站","882澎湖縣望安鄉中社村156號","23.3674230","119.5031900"
"內政部","澎湖縣","澎湖南方四島國家公園東吉遊客服務中心","882澎湖縣望安鄉東吉村151-1號","23.2580760","119.6691880"
"內政部","澎湖縣","澎湖南方四島國家公園嶼坪遊客服務中心","882澎湖縣望安鄉東坪村47號","23.2563850","119.5125100"
"交通部","澎湖縣","望安綠蠵龜觀光保育中心","882澎湖縣望安鄉東安村1-4號","23.3643910","119.5070900"
"交通部","澎湖縣","望安郵局","882澎湖縣望安鄉東安村4-3號","23.3594820","119.5074820"
"澎湖縣政府","澎湖縣","澎湖縣政府警察局望安分局","882澎湖縣望安鄉東安村57號","23.3563710","119.5002210"
"澎湖縣政府","澎湖縣","澎湖縣望安鄉戶政事務所","882澎湖縣望安鄉東安村5鄰73號之5","23.3578220","119.5004910"
"澎湖縣政府","澎湖縣","澎湖縣望安鄉公所","882澎湖縣望安鄉東安村73之7號","23.3574220","119.5004770"
"澎湖縣政府","澎湖縣","澎湖縣望安七美家庭福利服務中心(望安)","882澎湖縣望安鄉東安村93-3號","23.3563110","119.4998880"
"澎湖縣政府","澎湖縣","澎湖縣七美鄉公所","883澎湖縣七美鄉中和村2鄰10號","23.2067390","119.4246480"
"交通部","澎湖縣","七美遊客中心","883澎湖縣七美鄉南滬村西南一鄰42號","23.2080556","119.4286111"
"交通部","澎湖縣","七美航空站","883澎湖縣七美鄉平和村55號","23.2114560","119.4183510"
"交通部","澎湖縣","七美郵局","883澎湖縣七美鄉海豐村10鄰19號","23.2053950","119.4257950"
"澎湖縣政府","澎湖縣","澎湖縣七美鄉戶政事務所","883澎湖縣七美鄉頂茄埕9號之3","23.2081830","119.4223390"
"澎湖縣政府","澎湖縣","澎湖縣政府警察局白沙分局","884澎湖縣白沙鄉7之9號","23.6672280","119.5830930"
"交通部","澎湖縣","吉貝遊客中心","884澎湖縣白沙鄉吉貝村182-2號","23.7387440","119.6111810"
"交通部","澎湖縣","白沙郵局","884澎湖縣白沙鄉大赤崁356號","23.6669420","119.5983380"
"交通部","澎湖縣","岐頭遊客服務中心","884澎湖縣白沙鄉岐頭村16-5號","23.6495370","119.6092110"
"交通部","澎湖縣","交通部觀光局澎湖國家風景區管理處後寮遊客服務中心","884澎湖縣白沙鄉後寮村104-18號","23.6714510","119.5705600"
"澎湖縣政府","澎湖縣","澎湖縣白沙鄉公所","884澎湖縣白沙鄉赤崁村366號","23.6665460","119.5986380"
